	Name	Info	Website	Year of foundation	Category	Province	Town
123	Datachili	At Datachili, we believe that working with data should be as easy as ordering a cup of coffee. 2.5 billion GB of data is generated everyday, and a lot of time and effort is spent preparing this data before unlocking any insight. Datachili is an agile software platform for data preparation and manipulation that dramatically reduces the time to insight by up to 80%. Our platform utilizes machine learning to reduce burden on end-users. Additionally, our proprietary technology enables all stakeholders to participate in this process resulting a much faster turn around for Ad Hoc requests. Think about moving from MS-DOS to Windows- from legacy software to Datachili. Enterprises use our platform to prepare customer data to obtain an accurate, organized and a 360 degree view of their customers.	http://datachili.com	Founded in 2016			
124	datacracy.io	The first global sustainability intelligence ecosystem that is aimed at enabling enterprises and governments around the world to reach SDGs.	http://datacracy.io/	Founded in 2016			
125	Datacratic	Datacratic, an iPerceptions company, is a leader in providing audience data solutions for enterprise brands.	http://www.datacratic.com	Founded in 2010	Marketing / Médias sociaux	QC	Montréal
126	DataMillions	DataMillions develops innovative technology optimizing home buying experience and adding value to properties selling process. We works with real estate board, open government, crowd-sourcing and other business partners to provide insightful and actionable information for real estate agents and home owners.	http://datamillions.com	 			
127	Dataperformers	Dataperformers offers its users with artificial intelligence solutions for real-world problems. Using advanced computer vision techniques and tools the company is able to build systems that can have high-level understanding from graphic contents. The company helps its users to invent and design intelligent systems to tackle their business challenges.	http://dataperformers.com/	Founded in 2013	Services (consultation, R&D)	QC	Montréal
128	Deep Genomics	Developer of machine learning technologies to transform precision medicine, genetic testing, diagnostics and the development of therapies. The company's machine learning technologies are new generation of computational technologies that predict what will happen within a cell when DNA is altered by genetic variation, whether natural or therapeutic, enabling researchers to avail predicted molecular effects of genetic variation.	https://www.deepgenomics.com/	Founded in 2014			
129	deep pixel	DeepPIXEL offers tools and technology solutions that enable its customers to build artificial intelligence bots for customer service and sales. DeepPIXEL offers solutions that feature API integration and creation of automated messages which are based on the frequently asked questions. Its solutions are able to integrate with both public and private clouds and CRM tools such as Salesforce, Zendesk, and freshdesk.	http://www.deeppixel.ai/	Founded in 2016			
130	Deep vision	Deep Vision specialises in developing real-time, intelligent machine perception technology. Deep Vision's unique and proprietary technology enables systems or devices to detect, recognise, and interpret objects and events, in their environment. With blazing speed.	http://www.deepvision.ca/	 			
131	DeepDiagnostics	Deep Diagnostics is developing the world's most advanced tools to save clinicians time and cognitive effort, improving patient outcomes while reducing costs.	http://deepdiagnostics.com/	Founded in 2014			
132	deeplearni.ng	DeepLearni.ng helps leaders bring the power of AI to their businesses. Our high impact engagements liberate business people from the constraints of large enterprise IT systems, allowing them to focus on supercharging their processes with machine learning.	http://DeepLearni.ng	 			
133	Deepnify	Deepnify helps manufacturers reduce inventory and grow their bottom line with the world's most accurate demand forecasting technology.</p>	deepnify.com	 			
134	DeepPixel	Next generation Cognitive Engine for Natural Language Applications</p>	http://www.deeppixel.ai/	 			
135	DeepSubconscious.ai Inc. 	DeepSubconscious.ai is dedicated to creating an order of magnitude improvement and new standard around the world for mental and physiological health care. Leveraging neuroscience, deep positive psychology and deep physiology, our proprietary content and platform ultimately helps people rapidly achieve happiness, health and higher performance.</p>	www.deepsubconscious.ai 	 			
136	Delve Labs	Developer of autonomous security solutions software. The company develops an autonomous security solutions software. The company's product is an AI-based vulnerability assessment solution that makes it possible to cover over a million assets without increasing human workforce.	https://www.delvelabs.ca/	Founded in 2014	Cybersécurité	QC	Montréal
137	Denote	Denote is a smart, fully managed and customizable search solution for websites and applications.	http://denote.io/	Founded in 2013			
138	desmahealth	 	https://www.desmahealth.com/index.html	 	Santé / Télésanté	QC	Montréal
139	Destin AI	Destin.ai is your best artificially & emotionally intelligent virtual immigration advisor in Canada.</p>	https://www.destin.ai/	 			
140	Dextraseo	 	http://www.dextraseo.com	 	Marketing / Médias sociaux	QC	Montréal
141	Dialog	Dialogue is a telemedicine platform that enhances the healthcare system by providing access to quality care.	https://dialoganalytics.com	Founded in 2016	Agent conversationnel	QC	Québec
142	Dialog inisght	Dialog Insight fournit des solutions pour la gestion de campagnes de marketing par courriel et de relation client. Personnalisez les interactions avec vos clients.	https://www.dialoginsight.com/	 	Marketing / Médias sociaux	QC	Québec
143	Diligen	"Diligen was designed specifically to deal with the challenges of due diligence for M&amp;A and corporate finance transactions at larger law firms. Diligen streamlines your diligence by combining automatic contract review with collaborative project management. Using the latest machine learning algorithms, it reviews thousands of complex documents at a time, rapidly extracting key provisions with pinpoint accuracy. It allows you to assign documents and track progress with ease, even if the transaction is being worked on by multiple offices across the globe."	http://www.diligensoftware.com	 			
144	Disrupted Logic	Big Data and Artificial Intelligence for Interactive Media Experiences	http://www.disruptedlogic.com	Founded in 2012			
145	Distill Analytics*	 	http://www.distillanalytics.ca	 			
146	DocPod Corp	Medical artificial intelligence for better patient care	http://www.docpod.com	Founded in 2013			
147	dooly	Dooly is a notes software that optimises sales team's operations.	http://www.dooly.ai	Founded in 2016			
148	Earbit	Earbits provides 100% commercial-free, online radio, with no listener subscription fees. Choose from over 400 stations of music, hand picked and curated by a team of music editors. Available worldwide on the web and on Android.	https://www.myearbit.com/	Founded in 2010			
149	Echoo	Echoo provides a smart collaborative time management platform to enable each to be more smart on managing their leaning and growth collaboratively and socially.	http://www.echoolab.com	 			
150	Ecoation	 	http://ecoation.com	 			
151	Ecopia Tech	Developer of a data agnostic visual recognition engine designed to transform imagery into insights. The company's data agnostic visual recognition engine combines proprietary algorithms with leading computer vision techniques and advanced GPU computing to extract earth insight relatively fast.	http://www.ecopiatech.com	Founded in 2013			
152	ECTOgroup Canada	 	https://ecto.ai	 			
153	Eigen Innovations	Eigen Innovations provides solutions that combine the data being produced by traditional Operational Technology running within industrial environments with Information Technology that uses cloud-based computing and advanced data science. This convergence creates unique opportunities for significant process efficiency gains within industrial manufacturing.	http://www.eigeninnovations.com/	Founded in 2012			
154	Eirene Property Solutions	 	 	 			
155	Electric Brain	Electric Brain makes an easy to use platform for end to end machine learning. We aim to make machine learning accessible to everyone by increasing efficiency for experts and usability for everyone else.	https://www.electricbrain.io/	 			
156	Element AI	Provider of artificial intelligence services. The company launches and incubates advanced Artificial Intelligence products in partnership with large corporations and research institutions. It offers a platform that helps organizations embrace an AI-First strategy. It identifies projects and founded spin-off companies and joint ventures.	http://www.elementai.com	 	Services (consultation, R&D)	QC	Montréal
157	elucid labs	 	http://www.elucidlabs.com/	 			
158	EMAGIN	Founded in 1996, eMagin dedicated themselves to delivering high-quality, high-resolution video and data information in virtually any environment. As Organic LED technology came into existence, eMagin saw an opportunity to develop cutting-edge displays in head-worn systems for military, law enforcement, medical, entertainment and other applications.	http://www.emagin.ca	Founded in 1996			
159	EMAGIN	Our mission is to accelerate digitization of the water sector. By introducing artificial intelligence into the water sector, we're enabling utilities and industrial users to shift the paradigm of their operations from reactively responding to issues to proactively managing them.<br></p>	http://emagin.ca/	 			
160	Embark (Varden Labs)	Developer of self-driving vehicles created to provide effective transportation. The company's self-driven vehicles utilize a highway autopilot, machine learning, high resolution cameras and high-end sensors to maneuver at high speed and through bad weather conditions, enabling drivers to rest while the vehicle is on the highway and regain control when approaching cities or towns.	http://vardenlabs.com/	Founded in 2015			
161	engineering beyond	 	http://www.engineeringbeyond.ca/	 			
162	envision.ai	"Videopixx: Analysis of videos and image data sets to automatically classify images in terms of quality ranking, according to preferences defined by the user. Such preferences include ""clickability"", ""shareability"", ""likeability"", ""best composition"" etc. Such analysis will use MoreIdeas' proprietary Deep Learning algorithms that reproduce human judgement on quality of images, in relation to such preferences."	http://envision.AI	 	Vidéo 3D / Réalité virtuelle/augmentée	QC	Montréal
163	envision.ai	 	envision.ai	 			
164	envision.ai	 	envision.ai	 			
165	EOTPRO Developments	EOTPRO has spent the last five years building a web-based platform using disruptive technology and collective intelligence that today is able to predict Wall Street stock and indices direction. Our subscribers trade futures, options and stocks using our award winning leading indicators. While many potential competitors are using sentiment to interpret news or social media, we have yet to discover another company that predicts stock movement as a result of news, in a way that an active trader can take immediate trading action and potentially profit from it.	http://www.eotpro.com	 			
166	EpiData	Epidata is an American Multinational Software Architecture Oriented Company that provides high performance software development solutions in less time with lower risk than Organizations can accomplish on their own.It has a proven track record of successfully supporting Multi-National Corporations like Turner International, HSBC, Verizon and Walmart since 2003. It helps them update and maintain their core applications as well as migrate to new Technologies resulting in annual cost reductions of 20% while doubling Project Team productivity. Epidata is open source and agile by definition.	http://epidata.co	Founded in 2003			
167	equitysim	EquitySim uses a data-driven approach to assess candidates on their abilities and strengths in a particular field. We currently focus on the financial markets industry. We use advanced data science to analyze each candidate and determine who would be the best fit for a career in finance. We then recommend the best users, backed by their data, for hiring at top-tier investment firms.	https://www.equitysim.com/ESHome	Founded in 2016			
168	EquitySoft Investments Valuations	Canada's only private wealth management entity specialized in machine-learning sentiment-scoring trading algorithms.	http://equitysoftvaluations.com	Founded in 2013			
169	Erudite AI	Redefining K12 learning, teaching and assessment with our edtech platform and intelligent educational toolbox.	http://www.erudite.ai/	Founded in 2013	Technologie éducative	QC	Montréal
170	Event Temple	Event Temple's grand vision is to use machine learning to automate the event planning process and work as an automated personal assistant for busy event professionals. We currently offer complete business management for Event Professionals. From invoicing, to contracts, questionnaires to managing event staff, we automate the process of requesting information from clients, staff and vendors.	http://www.eventtemple.com	 			
171	exapik	Provider of an online data monetize platform. The company offers cross-industry data monetization platform that helps users to generate revenue streams by mining big data assets.	http://www.exapik.com/	 			
172	Extreme Innovations	Provider of a technology accelerator designed to facilitate and implement technological innovation in medium and large sized enterprises. The company's technological accelerator uses data science to build predictive analytics, enabling sales and marketing professionals to understand their customer base better, giving companies the ability to segment their client base and optimize their product delivery.	https://www.facebook.com/Extreme-Innovations-Inc-233696080023491/	Founded in 2015			
173	EZ-Robot Inc.	The only integrated robot/IoT platform that scales from middle school to industry professionals for learning technology using robotics.	https://www.ez-robot.com/	Founded in 2011			
174	Faimdata	Faimdata is a software and services company providing consumer data intelligence solutions to identify the true single customer view. We help businesses convert their data into valuable assets whilst discovering more efficient methods to drive revenue and connect with their customers. Our predictive analytics tools make machine learning, artificial-intelligence, and marketing-automation user-friendly and accessible.	http://www.faimdata.com	 	Marketing / Médias sociaux	QC	Montréal
175	Familiar A.I.	Our first product will release soon, on web and with popular APIs, to connect people and places using artificial intelligence.	https://www.linkedin.com/company/makefamiliar	 			
176	Family15.com	"Find family activities for your next 15 minutes, days or years. Whether you've exhausted ideas for what to do, or would love to find a new a dream vacation or simply want help scheduling the school carpool, family15.com is there with answers.Activities are matched thru deep learning engines that seek to ""understand"" what suggestions evoke ""I would LOVE that"" responses which results in purchasing, sourcing and sharing behavior. Value (monetary, social uptake, sharing, etc.) of each activity/suggestion is measured and families are matched with those activities seamlessly thru appropriate sponsored opportunities."	http://www.family15.com	 			
177	Fellow	 	https://docs.google.com/document/d/1W6FdId-wakA0_m4NvfSYUeyhcI4Jj59gOwOf0FmH9Eg/edit?usp=sharing	 			
178	Fiddlehead	Developer of forecasting and analysis software. The company provides a platform for data-driven decision support for the food and beverage industry.	http://fiddlehead.io/	Founded in 2013			
179	FindBoB	A growth, transition and succession planning tool for financial advisors and insurance agents.	https://www.findbob.io/	 			
180	Finlyt	Our mission is to improve financial freedom for the underbanked ( those with little or no credit history) by the use of technology. Combining non-traditional data sources and machine learning we will partner with businesses to let their customers receive instant loans for the products they want to buy.	https://finlyt.com/	 			
181	Finn	We put a ‘personal banker’ in every customer's pocket, helping them manage their money wherever they are via a simple, natural conversation. Our secure, easy to integrate platform is used by leading FIs and banks to delight their digital savvy customers, improve loyalty, and reduce call center volume and cost.	http://www.finn.ai	Founded in 2014			
182	Firebird	Firebird is a quantum machine intelligence company, building machine learning software for the most advanced computers on the planet.	https://angel.co/project-firebird	Founded in 2015			
183	Flair	Developer of a web-based writing software. The company develops an application that allows students and professionals to save time by managing information sources and discovering insights about their writing.	http://switchtoflair.com	Founded in 2015			
184	FLODocs	FLODocs is cloud-based software that answers the question: “If I change this, what will break.” It automates the key documentation, change detection and communication tasks that are critical to managing change safely and effectively in cloud applications. It automatically documents and monitors all customizations, logs critical changes and alerts key business people to relevant changes. This makes it possible to use smart change management (as opposed to brute force).	http://www.flodocs.com/	Founded in 2013			
185	Fluent.ai	Developer of speech recognition technologies. The company deals in speech recognition technologies that help people to control their cars, homes and wearable devices with voice.	http://www.fluent.ai	Founded in 2015	Reconnaissance vocale	QC	Montréal
186	FoodBots	"FoodBots Robotically Grows, Packages and Delivers one-hundred top grocery store food items in daily and weekly delivery batches; 30,000 Lettuce per day; 20,000 mushrooms per day, and so on. Our teams build robotics, grow and deliver profitable, top quality products with a model that scales to ensure abundance and eradicate extreme poverty internationally."	http://csq1.org/foodbots/	Founded in 2017			
187	Frontline robotics	Frontline Robotics is committed to keeping people out of harm's way with intelligent, mobile robots. If the task is dull, dangerous or dirty, robots should be in the front line. Their mission is to elevate the robotics industry to address the serious threats faced by their society. They will do this with integrity, imagination and a sense of adventure. Frontline Robotics develops robot platforms and tools that focus on public security and safety. Their core capabilities are machine perception and cognition, autonomy, collaboration, sensor fusion and security mission planning.	http://frontline-robotics.com	 			
188	FTSY	FTSY ('footsy') is an A.I. platform that matches people to consumer goods where fit and comfort matter.	http://ftsy.co/	Founded in 2015			
189	FullRank	FullRank's mission is to provide a novel, mobile-centric, experience to consumers based on interest, popularity and simplicity. The FullRank system uses NLP, machine-learning, prediction algorithms, and a host of other techniques to find personalized content in real-time.	http://fullrank.com	 			
190	Fuzzy AI	Fuzzy.ai is an API that makes it easy for developers to to build decision-making artificial intelligence without needing data science expertise or lots of data.	https://fuzzy.ai/	Founded in 2014	Services (consultation, R&D)	QC	Montréal
191	GainX	Developer of a strategy management technology platform designed to provide Saas insights that help in generating meaningful return on investments. The company's strategy management technology platform is designed to help businesses accelerate and scale across strategy, market, operations and culture enabling them to achieve and generate meaningful return on investments.	http://www.gainx.com/	Founded in 2012			
192	Georeference Online	 	http://georeferenceonline.com/	 			
193	Getcleantech	This crowd-built database, powered by a matching algorithm, suggests initial matches and sends alerts when new matches occur. By joining, members discover new business possibilities.	http://www.getcleantech.com	 			
194	Gnowit	Provider of artificial intelligence services. The company provides artificial intelligence services to monitor and analyze digital media in real-time.	http://www.gnowit.com	Founded in 2011			
195	Gradient Ascent AI	 	http://www.gradient-ascent.com/	 			
196	Granify	Granify employs big data and machine learning technologies to enable online retailers to enhance their sales via a SaaS-based solution.	http://www.granify.com	Founded in 2011			
197	Greenspace Mental Health	Greenspace is a digital platform that allows mental health providers to measure and monitor patient symptoms in an easy and organized manner. As a next step, Greenspace is using the data being generated on patient outcomes to develop a machine-learning algorithm, which will identify the therapy provider most likely to deliver a successful outcome for a given patient.	http://www.grnspace.com	 			
198	GRIP Entertainment	GRIP Entertainment operates as an artificial intelligence (AI) game middleware company.	https://gamedev.autodesk.com/	Founded in 2007	Jeux vidéo	QC	Montréal
199	GroupBy Inc.	Industry-leading provider of e-commerce and media solutions including Searchandiser, Hub Source, and Insights.	http://www.groupbyinc.com	Founded in 2013			
200	Guarana Technologies	"Smart mobile app developers for smartphones, tablets &amp; wearable devices. We develop your ideas, make it smart, sexy, code it &amp; launch it."	http://www.guarana-technologies.com	Founded in 2011	Application mobile	QC	Montréal
201	Gym Diary	Gym Diary is a team of 5 people creating a workout application which helps people to store all their training data in one place with many exhilarating features . A workout application which helps people to store all their training data in one place with many exhilarating features.	http://www.gymdiary.eu	Founded in 2015			
202	Hack Capital	At Hack Capital we are building systems of intelligence for software companies to help them scale. In today's world most software companies operate across a fragmented array of SaaS products that produce massive amounts of data about their business. While these products are easy to setup they often do not do a very good job of vertically integrating without specialized skillsets and custom workflows for aggregating the data, cleansing it and modelling it so it can be fed back into the business to improve operations. Hack Capital is solving this with systems of intelligence that are designed to aggregate data from every corner of the enterprise and learn from it. Our products CTO.ai, CRO.ai sit on top of this data, helping businesses to answer questions and improve operations. Our AI acts like a member of the team, learning along the way, helping to automate away low value tasks wherever possible, meaning your team stays focused on shipping the features that customers love.	http://hackcapital.com	 			
203	HEALX	HEALX is a smart wrist brace for faster injury recovery. It is created using 3D scanning and 3D printing. The technology incorporates 3D printing with an at-office manufacturing system, which can produce the brace quickly. It uses on-demand customization, patent-pending innovative design and user-friendly software – all three packed into a full suite of customization system, with little to no technical training required for operation. Unlike traditional braces currently in the market, the HealX brace is customized to the users’ condition and needs. It doesn’t have post-bracing side effects and can reduce the healing time considerably.	https://healx.io/	 			
204	Heartbeat AI	Heartbeat AI provides empathy analytics for brands. They harness the power of Natural Language Processing and Supervised Machine Learning to provide an accurate deep analysis of the emotional drivers of behaviour.</p>	www.heartbeatai.com	 			
205	helpful	 	 	 			
206	Hey Day	We're a team of award-winning digital advertising pioneers coming from the world's top ad agencies and startups. We're copywriters, coders, experience designers, and marketers who all share a common goal: delight customers with engaging one-on-one experiences. From strategy and idea generation to chat bot design and development, we can help you deploy your chat bot to reach your audience on their platform of choice.	http://heyday.ai/	 	Agent conversationnel	QC	Montréal
207	Hitblocks	 	www.hitblocks.ai	 			
208	homehunt	We’re transforming the real estate experience. Our mission is to help buyers and renters find their next home. Enough wasting time going through the million mind-numbing listing websites available out there, just tell us what you are looking for and we'll find it for you. You text, we search and find. As simple as that!	http://www.homehunt.co	 			
209	Homigo	Homigo handles all aspects of home maintenance and repairs. We tackle seasonal maintenance with quoted, proactive recommendations, and offer	http://www.homigo.com/	Founded in 2015			
210	hopper	Hopper is an app that uses big data to predict and analyze airfare. Hopper provides travelers with the information they need to get the best deals on flights, and notifies them when prices for their flights are at their predicted lowest points.	https://www.hopper.com/	Founded in 2007	Application mobile	QC	Montréal
211	Horizon Engineering Solutions	At Horizon we have developed a new generation of “Smart Building” technology.We seamlessly integrate hardware, software and communication technology with our Energy Management Systems to obtain optimal energy distribution. Our systems automatically receive analytics (Load Control, Meter Tracking, User Reporting Etc.) and react intelligently to monitor and control the energy distribution of an entire facility. We focus on gathering and delivering real-time energy data to our servers and clientele. Utilizing the latest technology, our lighting fixtures are manufactured to exact customer requirements/standards and are guaranteed to perform. We monitor, control and optimize energy used in lighting and environment control(Heating,Cooling and humidifying). Horizon`s Automation Technology guarantees optimal consumption of energy whilst ensuring the best user experience for building occupants using an ubiquitous sensor network , Artificial Intelligence Platform and Intelligent devices.	http://www.hesolutions.ca	 			
212	Hubba	Provider of a B2B product sharing and discovery platform. The company's platform allows brands to share their content with their retail and ecommerce partners, allowing product information to be accurate across all platforms.	https://www.hubba.com/	Founded in 2012			
213	Hubdoc	Your key financial docs in one place. Automatically.	http://hubdoc.com	Founded in 2011			
214	Humonix	A management consultancy focused on AI innovation.</p>	http://humonix.com/	 	Marketing / Médias sociaux	QC	Montréal
215	HYAS InfoSec	“We believe in the internet as an intrinsic force for good, for sharing opportunity, and we use that philosophy as the basis of our company. As such, we also harbour a non-negotiable allegiance to the principles of net neutrality. We stand firm on the right of individuals, societies and companies to embrace the internet’s potential — free from fear of harm, political retribution, or censorship. We offer uncompromising protection of our clients as an expression of our uncompromising support of free speech.”	http://www.hyas.com/	Founded in 2015			
216	Hyperloop Data	Provider of a hybrid cloud software-as-a-service application. The company is a hybrid cloud, software-as-a-service (SaaS) application that provides a ways to analyze, configure aggregated data into smaller clusters while delivering content to end users. It has offers data transmission technology for enterprise use.	http://hyperloopdata.com/	Founded in 2014			
217	Ideal	Ideal uses artificial intelligence to help make precise and efficient high-volume hiring decisions. Companies use Ideal’s Intelligent Screening technology to sift through the resume noise and instantly identify who to interview.	http://www.ideal.com	Founded in 2013			
218	Imagia	Artificial Intelligence for medical image analysis.	https://www.imagia.com/	Founded in 2015	Santé / Télésanté	QC	Montréal
219	imbue [i]	Imbue [i] is an app that allows you to voice-tag real world items, so that stories about those items can be saved for decades, if not centuries. Imagine permanently attaching stories and memories to all the precious items that have been handed down in your family and the treasures you have acquired. Your memories, in your voice-- saved in perpetuity for your distant relatives. Memories preserved for grandparents, parents and children.	http://www.imbueapp.com	Founded in 2017			
220	Immunio	IMMUNIO secures your web applications against all attackers. It is the easiest, most effective method to ensure that you are alerted when important security events are triggered, and that threats are dealt proactively.	https://www.immun.io/	Founded in 2013	Cybersécurité	QC	Montréal
221	IMRSV Data Labs	 	imrsv.ai	 			
222	Industrial SkyWorks	Aerial inspection,imaging and reporting of actionable insights via the cloud using Unmanned Aerial Vehicles (UAV) .	http://www.industrialskyworks.com	Founded in 2012			
223	infrastructure data solutions	IDS is an innovative Engineering Consulting and Technology provider specializing in transportation and municipal infrastructure management solutions. We have successfully completed a range of unique projects for leading North American infrastructure agencies and utilities. We are renowned for our innovative solutions and steadfast commitment to excellence.	http://ids.consulting/	 			
224	inLocus	We are operating in the space between Human Psychology, Robotics and Artificial Intelligence to influence people’s emotions and behaviour. By doing this, we enable your organization to deliver hybrid and complex messages to your customers.	http://www.inlocus.co	 			
225	InnerSpace Technology	Developer of an indoor location mapping platform. The company specializes in developing and designing a platform which enables mapping of indoor locations and generation of 3D floor plans.	http://www.innerspace.io/	Founded in 2014			
226	InnoTechnix	InnoTechnix, a medium-sized company developing a variety of robotic arms, custom claws, talking robots, smart clocks and mobile robots.	https://www.itnx.com/	 	Robotique / Drone / Internet des objets	QC	Montréal
227	InsightNG	"InsightNG is harnessing the synergies between visual learning and intelligent knowledge discovery to enhance and augment 21st century learning and future of work skills. We provide the means for people to gain clarity and deeper understanding in any problem or challenge. Our platform is built on intelligent cognitive computing technologies that provide digital services that use beneficial, contextual understanding and intelligent decisions to make people’s lives easier, faster and more enjoyable. Users visually interact with, collaborate on and expand their knowledge, while in the background our intelligent platform constantly rethinks the context of what users are thinking about. One user said our platform ""Googles for things I wouldn't have thought to Google."" This results in acquiring timely, meaningful and actionable insights that when aggregated at scale provide powerful network effects; creating a global brain of human insights."	http://www.insightng.com	 			
228	Integrate.ai	Provider of an AI-enabled platform intended to increase customer engagement and revenue growth. The company's AI-enabled platform helps access to data and insight that spans both the consumer and enterprise platforms, enabling large enterprises to solve complex business challenges.	https://www.integrate.ai/	Founded in 2017			
229	Intellizence	Intellizence powers professionals to monitor changes with Customers, Competitors, Partners, Prospects, Suppliers and Regulators.	http://www.intellizence.com	Founded in 2016			
230	Intellogo	Provider of a SaaS cognitive platform designed tooffer digitalsearch and content discovery tools on a blended search option of machine learning concepts. The company's SaaS cognitive platform has an inbuilt recommendation chatbot called Alertsy that operates within Slack messenger and tracks published contents, enabling authors, publishers and readers to find and match with the required content.	http://www.intellogo.com/	Founded in 2014	Analyse de contenu / Système de recommandation / Traitement automatique de langage naturel	QC	Montréal
231	Intellycs	Intellycs is a software service that will offer social media analytics using the power of AI to gain deeper insights into text, image and video content. Through our smart image recognition, companies can gain understanding into the features of photos and video such as colors and content into actionable data sets. In addition, Intellycs will introduce Morgn, the Siri of social media. It will enable a service to companies to automatically engage with their consumer based on their analytic findings. The intent of Morgn is to be a “collaborative” Artificial Intelligence feature, working hand-in-hand with digital marketers.	http://intellycs.com	 			
232	Intercues	We are building a system to connect to other people based on attributes which are not considered by other social media companies. Social media either connect to people you already know from family relations or school or work. But with our product , Intercues, You can connect to people based on their attributes and similarities or difference with you. This allows for better ability to connect with similar or different people.	http://intercues.com/	 			
233	Internuncio	Crowdsourcing API for AI startups looking to prototype their technology	http://www.internuncio.ai	Founded in 2015			
234	Interset	Interset provides a highly intelligent and accurate insider and targeted outsider threat detection solution	http://interset.com/	Founded in 1997			
235	Invenia Technical Computing	Invenia’s Energy Intelligence System is a cloud-based machine learning platform that uses big, high frequency data to solve complex problems in real time. Invenia currently applies its platform to optimize electric utility operations as well as electricity markets themselves. Invenia uses its intelligence system to link forecasting, pattern recognition, and optimization together with a model of the decision-making process specific to each user. This results in a decision recommendation, which is the best answer to the problem that the user is trying to solve at any given time. For energy markets, this process involves understanding the problem from generation through transmission and finally to marketing. This simplifies operational decision making, while making use of smart grid data, and becoming more efficient as the frequency of decisions increases.	https://www.invenia.ca/	Founded in 2016			
236	Iota Security	Developer of cyber security software designed to provide advanced cyber threat defenses for mobility and the Internet of Things (IoT). The company's cyber security software is based on proprietary machine intelligence that can detect threats from multiple sources and detects the presence of information-stealing malicious applications on mobile devices in real-time, enabling organizations to users to protect their customers from cyber-crime and realize the benefits of emerging technologies.	https://www.iotasecurity.com/	 			
237	Iris Automation	Manufacturer of drones designed for tracking moving objects. The company's autonomous industrial drones uses computer vision techniques, enabling the users to react naturally to their surroundings and in reducing risks.	http://www.irisonboard.com/	Founded in 2015			
238	Irystec	Based on the science of the human eye, proprietary image processing algorithms and physiological models, IRYStec’s Perceptual Display Platform (PDP) embedded software technology replicates how the human eye sees. IRYStec's PDP technology adapts to viewer attributes (age, gender, ethnicity, colour and contrast perception), significantly improving readability across all ambient light conditions, while reducing eyestrain and improving power consumption. It senses the ambient lighting environment and adjusts in real-time to ensure that the quality of displayed images is optimized, regardless of whether the viewing environment is dark, bright, or highly reflective. IRYStec’s PDP technology is available to OEM display device manufacturers, from mobile phones and tablets to automotive displays and Augmented/Virtual Reality (VR) headsets.	http://www.irystec.com/	Founded in 2015	Vision par ordinateur / Affichage intelligent	QC	Montréal
239	IRYStec Software Inc.	 	www.irystec.com	 			
240	Istuary Innovation Group	Cultivate innovation and launch businesses in fast-growing markets	http://www.istuary.com	Founded in 2012			
241	iTMethods	At iTMethods, our mission is to enable Digital Transformation on the AWS Cloud. We are a cloud-native consultancy building and migrating applications, with managed operations services once in production. We utilize a DevOps culture, the latest automation techniques and AWS best practices to deliver innovation, efficiency and to ensure our customers realize the full value of the AWS platform on an ongoing basis.	http://www.itmethods.com	 			
242	Janis	AI Customer Service Agent	http://www.janis.ai	Founded in 2016			
243	jattbuzz	 	http://jattbuzz.com	 			
244	Kaloom	Provider of an online platform which will allow all virtual network functions to run at scale utilizing commodity hardware, merchant silicon and existing data center architecture. The company's online platform combines open networking and container based virtualization to provide a completely lossless environment to ensure consistent connectivity and high availability.	http://www.kaloom.com/	Founded in 2014	Réseautique		
245	Kaptur	Image analytics and computer vision technology	http://kapturtech.com/	Founded in 2017			
246	Keatext	"Helps companies manage &amp; acquire actionable data from unstructured information through adaptable &amp; user-friendly NLP solutions."	https://www.keatext.ai/	Founded in 2010	Analyse de contenu / Système de recommandation / Traitement automatique de langage naturel	QC	Montréal
247	Keboola	Keboola provides is a cloud platform to combine, enhance and publish data for internal analytics projects and data products.	http://www.keboola.com	Founded in 2007			
248	Kid Koderz City	Technology education summer camp and after school enrichment program for kids and teens. Choose from over 50 courses	http://kkcity.io	Founded in 2016			
249	Kindred	The company’s central thesis is that human-like intelligence requires a human-like body. Kindred AI is teaching robots new tasks using human virtual-reality “pilots.” The ultimate goal is to create a new kind of ai.	http://www.kindred.ai	 			
250	kinova	Kinova designs and manufactures service robotics platforms and applications that are simple, sexy and safe. From needs to innovation, Kinova creates robots that serve two markets. Kinova in assistive robotics empowers people with disabilities to push beyond their current boundaries and limitations, while Kinova in innovation robotics empowers industry and research to interact with its environment more efficiently and safely, and contributes to aiding product development and hands-on applications in the areas of service robotics and medical advancement.	http://www.kinovarobotics.com/	Founded in 2006	Robotique / Drone / Internet des objets	QC	Boisbriand
251	Kintelligent Systems	Developer of biomechanics software for motion analysis. The company's tool allows biomechanics professionals to reduce the time required to process large datasets.	http://kintelligentsystems.com/	 			
252	Kirasystems	Kira is a contact analytics company based in Toronto, Ontario. It enables its users to review contracts based on user specifications.	https://kirasystems.com/	Founded in 2010			
253	kirmaq.tech	First, connected devices, home automation, smart home and custom smart projects. Second, devices for prevention technologies. Our first product is Campy, it will go on sale soon if everything goes according to plan.	http://www.kirmaq.tech	 	Robotique / Drone / Internet des objets	QC	Montréal
254	Kiwi.ai	Cue your champion to reduce smoking with a smartwatch. Kiwi.ai is software that uses AI to solve problems with sensors.	https://kiwi.ai/#/	Founded in 2013			
